username,transaction_type,amount,category,description,place,date
valerie.reynolds,cash,115.68,Entertainment,Club entry,Streaming Platform,2025-05-02
valerie.reynolds,card,357.26,Health,Therapy session,Clinic,2021-01-26
valerie.reynolds,cash,3.4,Coffee,Sweet coffee,Bakery Cafe,2024-10-22
valerie.reynolds,card,153.3,Food,Quick bite,Fish Market,2021-08-05
valerie.reynolds,card,526.66,Shopping,Online order,Retail Shop,2025-05-17
valerie.reynolds,cash,237.84,Health,Specialist visit,Private Doctor,2022-09-08
valerie.reynolds,cash,208.52,Bills,Cloud service,Internet Provider,2023-08-11
valerie.reynolds,card,352.35,Health,Treatment,Orthopedic Clinic,2023-05-17
valerie.reynolds,card,86.92,Transport,Ride sharing,Uber,2020-01-07
valerie.reynolds,cash,145.5,Shopping,Decorations,Gift Shop,2021-07-14
valerie.reynolds,cash,342.02,Health,Medical exam,Dermatology Clinic,2020-06-26
valerie.reynolds,card,98.54,Transport,Bike ride,Bolt,2025-03-09
valerie.reynolds,cash,88.54,Transport,Highway toll,Bus Station,2025-11-27
valerie.reynolds,cash,93.55,Food,Groceries,Aldi,2020-08-10
valerie.reynolds,cash,291.59,Health,Emergency visit,Medical Center,2025-07-25
valerie.reynolds,card,5.81,Coffee,Quick coffee,Coffee Lounge,2021-03-13
valerie.reynolds,cash,132.52,Food,Late night food,Fast Food,2023-02-02
valerie.reynolds,card,166.63,Bills,Annual fee,Internet Provider,2022-04-20
valerie.reynolds,card,322.54,Bills,Annual fee,Hosting Provider,2022-02-17
valerie.reynolds,cash,934.06,Shopping,Household items,Outlet Store,2022-08-02
valerie.reynolds,cash,92.1,Food,Quick bite,Italian Restaurant,2023-07-21
valerie.reynolds,cash,684.73,Shopping,Electronics,Furniture Store,2023-09-20
valerie.reynolds,card,41.57,Shopping,Big purchase,Shoe Store,2020-01-19
valerie.reynolds,card,177.5,Food,Dinner,Street Food,2020-08-11
valerie.reynolds,cash,446.64,Shopping,Electronics,Mobile Shop,2025-02-09
valerie.reynolds,cash,135.86,Food,Bulk food,Asian Restaurant,2020-08-22
valerie.reynolds,cash,531.09,Shopping,Impulse buy,Furniture Store,2023-08-06
valerie.reynolds,cash,2.12,Coffee,Coffee meeting,Work Cafe,2024-07-08
valerie.reynolds,card,79.73,Entertainment,Concert ticket,Leisure Center,2023-11-16
valerie.reynolds,cash,5.78,Coffee,Quick coffee,Bookstore Cafe,2024-10-21
valerie.reynolds,cash,14.38,Transport,Metro ticket,Bolt,2025-01-20
valerie.reynolds,card,13.76,Transport,Commute,Gas Station,2024-01-02
valerie.reynolds,card,120.21,Shopping,Fashion items,Department Store,2023-08-24
valerie.reynolds,card,233.94,Health,Dental check,Dermatology Clinic,2022-11-13
valerie.reynolds,card,93.46,Food,Bulk food,Fast Food,2024-08-04
valerie.reynolds,card,110.75,Transport,Short trip,Bike Rental,2022-01-07
valerie.reynolds,cash,134.01,Health,Health service,Specialist Clinic,2021-06-07
valerie.reynolds,card,533.72,Shopping,Gifts,Accessory Shop,2020-12-22
valerie.reynolds,card,7.05,Coffee,Flat white,Train Station Cafe,2024-04-20
valerie.reynolds,cash,8.05,Coffee,Afternoon coffee,Local Coffee Shop,2021-01-14
valerie.reynolds,cash,85.8,Food,Takeaway,Carrefour,2023-01-31
valerie.reynolds,cash,225.54,Health,Dental check,Health Shop,2022-08-10
valerie.reynolds,card,176.14,Health,Health supplies,Specialist Clinic,2021-11-28
valerie.reynolds,card,103.61,Transport,Car wash,Bus Station,2023-05-04
valerie.reynolds,cash,83.37,Health,Follow-up visit,Optician,2024-11-29
valerie.reynolds,card,96.89,Transport,Highway toll,Car Rental,2023-03-15
valerie.reynolds,cash,138.79,Food,Breakfast,Italian Restaurant,2020-10-01
valerie.reynolds,card,130.74,Transport,Transport service,Ferry,2023-06-21
valerie.reynolds,cash,355.2,Health,Dental check,Rehab Center,2025-11-19
valerie.reynolds,cash,52.67,Bills,Recurring payment,Gas Provider,2025-07-26
valerie.reynolds,cash,46.29,Transport,Emergency ride,Fuel Station,2022-04-11
valerie.reynolds,cash,147.25,Entertainment,Concert ticket,Escape Room,2023-04-19
valerie.reynolds,cash,825.43,Shopping,Replacement item,Mobile Shop,2022-08-15
valerie.reynolds,card,6.54,Coffee,Sweet coffee,Neighborhood Cafe,2023-07-09
valerie.reynolds,cash,64.18,Food,Family meal,Street Food,2024-06-27
valerie.reynolds,cash,379.08,Health,Medical exam,Specialist Clinic,2022-10-09
valerie.reynolds,cash,7.7,Coffee,Latte,Coffee Lounge,2021-01-17
valerie.reynolds,cash,47.54,Food,Groceries,Spar,2024-10-30
valerie.reynolds,cash,8.2,Coffee,Iced coffee,Local Coffee Shop,2020-11-08
valerie.reynolds,card,7.53,Coffee,Coffee to go,University Cafe,2020-01-19
valerie.reynolds,cash,118.28,Transport,Vehicle rental,Bike Rental,2025-04-11
valerie.reynolds,cash,132.29,Food,Breakfast,Asian Restaurant,2025-03-31
valerie.reynolds,cash,7.56,Coffee,Latte,Espresso Bar,2024-12-27
valerie.reynolds,cash,17.56,Entertainment,Sports event,Arcade,2020-01-26
valerie.reynolds,card,128.85,Transport,Airport transfer,Parking Garage,2025-12-14
valerie.reynolds,card,123.24,Bills,Extra service,Insurance Office,2024-01-31
valerie.reynolds,cash,160.71,Entertainment,Club entry,Subscription Service,2021-05-01
valerie.reynolds,cash,20.76,Health,Vaccination,Mental Health Clinic,2020-06-19
valerie.reynolds,cash,3.77,Coffee,Quick coffee,Downtown Cafe,2021-06-12
valerie.reynolds,card,24.92,Food,Dinner,Canteen,2021-09-28
valerie.reynolds,card,4.99,Coffee,Coffee to go,Coffee Truck,2024-08-10
valerie.reynolds,card,1027.16,Shopping,Furniture,Discount Store,2024-03-19
valerie.reynolds,cash,311.41,Shopping,Accessories,Online Shop,2020-02-19
valerie.reynolds,card,8.97,Coffee,Coffee meeting,Office Cafe,2023-06-26
valerie.reynolds,card,295.72,Bills,Adjustment charge,City Services,2020-11-20
valerie.reynolds,cash,552.61,Shopping,Furniture,Tech Store,2025-05-22
valerie.reynolds,card,163.61,Health,Medical tests,Eye Clinic,2022-04-15
valerie.reynolds,card,5.16,Coffee,Quick coffee,Bookstore Cafe,2023-07-31
valerie.reynolds,cash,20.24,Shopping,Household items,Online Shop,2021-08-15
valerie.reynolds,card,168.74,Entertainment,Leisure activity,Concert Hall,2021-11-04
valerie.reynolds,card,2.82,Coffee,Mocha,Coffee Corner,2025-09-10
valerie.reynolds,card,43.62,Entertainment,Arcade games,Music Club,2024-12-23
valerie.reynolds,card,20.28,Food,Breakfast,Local Market,2023-11-15
valerie.reynolds,cash,5.1,Coffee,Quick coffee,Morning Cafe,2024-09-30
valerie.reynolds,cash,7.24,Coffee,Iced coffee,Specialty Coffee,2025-10-29
valerie.reynolds,card,11.97,Entertainment,Concert ticket,Escape Room,2024-09-06
valerie.reynolds,card,175.58,Food,Ready meals,Fish Market,2022-05-13
valerie.reynolds,cash,130.13,Health,Therapy session,Rehab Center,2023-04-27
valerie.reynolds,cash,5.46,Coffee,Americano,Train Station Cafe,2021-12-16
valerie.reynolds,card,4.31,Coffee,Americano,Bakery Cafe,2021-02-26
valerie.reynolds,cash,781.83,Shopping,Big purchase,Gift Shop,2020-11-04
valerie.reynolds,card,60.41,Entertainment,Weekend fun,Music Club,2024-05-20
valerie.reynolds,cash,142.92,Entertainment,Digital purchase,Night Club,2023-04-16
valerie.reynolds,cash,144.64,Bills,Maintenance fee,Insurance Office,2022-03-17
valerie.reynolds,cash,701.48,Shopping,New phone,Sports Store,2021-01-05
valerie.reynolds,card,337.9,Shopping,Impulse buy,Department Store,2023-06-22
valerie.reynolds,card,127.05,Food,Home cooking,Organic Store,2023-04-22
valerie.reynolds,card,223.99,Bills,Insurance payment,Energy Provider,2022-01-03
valerie.reynolds,card,176.25,Entertainment,Weekend fun,Gallery,2023-05-28
valerie.reynolds,card,254.53,Bills,Maintenance fee,Bank Service,2024-02-08
valerie.reynolds,card,35.96,Transport,Highway toll,Ferry,2020-11-05
valerie.reynolds,cash,30.14,Transport,Long distance travel,Fuel Station,2024-08-23
valerie.reynolds,card,72.12,Food,Quick bite,Aldi,2021-06-26
valerie.reynolds,card,73.63,Bills,TV subscription,Service Provider,2023-10-24
valerie.reynolds,cash,264.47,Health,Prescription drugs,Rehab Center,2022-04-03
valerie.reynolds,card,130.94,Health,Medical care,Eye Clinic,2023-11-08
valerie.reynolds,cash,397.19,Health,Vitamins,Specialist Clinic,2025-03-16
valerie.reynolds,cash,360.29,Shopping,Personal items,Toy Store,2025-01-28
valerie.reynolds,cash,662.52,Shopping,Online order,Electronics Store,2020-08-11
valerie.reynolds,card,197.95,Entertainment,Night out,Festival,2024-10-21
valerie.reynolds,cash,81.54,Bills,Gas bill,Internet Provider,2020-07-21
valerie.reynolds,cash,186.88,Bills,Renewal fee,Utility Office,2021-04-08
valerie.reynolds,card,336.52,Bills,Mobile plan,TV Provider,2021-12-17
valerie.reynolds,card,208.29,Health,Vitamins,Wellness Center,2020-08-08
valerie.reynolds,cash,201.15,Entertainment,Online content,Bar,2023-07-08
valerie.reynolds,cash,115.18,Bills,Internet bill,Cloud Service,2025-12-21
valerie.reynolds,card,304.26,Bills,Annual fee,Subscription Service,2025-04-02
valerie.reynolds,cash,302.33,Bills,Utility payment,Utility Office,2020-09-20
valerie.reynolds,cash,157.02,Food,Quick bite,Canteen,2025-06-26
valerie.reynolds,card,365.9,Health,Treatment,Rehab Center,2021-06-13
valerie.reynolds,card,928.21,Shopping,Personal items,Furniture Store,2020-10-18
valerie.reynolds,cash,4.34,Coffee,Coffee meeting,Coffee Truck,2022-03-01
valerie.reynolds,card,163.63,Health,Treatment,Physiotherapy,2020-04-18
valerie.reynolds,cash,763.94,Shopping,Gifts,Jewelry Store,2022-08-17
valerie.reynolds,card,70.87,Shopping,Computer equipment,Department Store,2024-08-22
valerie.reynolds,cash,6.39,Coffee,Sweet coffee,Office Cafe,2020-11-28
valerie.reynolds,cash,125.2,Entertainment,Museum entry,Streaming Platform,2025-11-01
valerie.reynolds,card,487.19,Shopping,Decorations,Accessory Shop,2024-06-24
valerie.reynolds,cash,265.18,Shopping,Online order,Shoe Store,2020-01-05
valerie.reynolds,cash,295.42,Health,Medication,Rehab Center,2020-05-26
valerie.reynolds,cash,250.75,Bills,Service charge,Utility Office,2021-10-12
valerie.reynolds,cash,8.26,Coffee,Cappuccino,Coffee Corner,2023-05-24
valerie.reynolds,cash,200.25,Entertainment,Sports event,Subscription Service,2025-02-08
valerie.reynolds,card,13.44,Entertainment,Museum entry,Leisure Center,2025-08-19
valerie.reynolds,cash,109.47,Bills,Monthly bill,Hosting Provider,2021-05-09
valerie.reynolds,cash,97.82,Entertainment,Evening entertainment,Gaming Store,2024-04-02
valerie.reynolds,card,197.61,Entertainment,Club entry,Gaming Store,2024-07-13
valerie.reynolds,cash,343.09,Shopping,Electronics,Home Store,2022-09-24
valerie.reynolds,cash,259.11,Bills,Contract payment,Telecom Provider,2023-04-27
valerie.reynolds,cash,36.18,Transport,Taxi ride,Train Station,2025-05-17
valerie.reynolds,card,427.34,Shopping,Office supplies,Toy Store,2025-12-19
valerie.reynolds,cash,821.24,Shopping,New phone,Sports Store,2020-12-15
valerie.reynolds,card,43.16,Entertainment,Weekend fun,Museum,2025-03-12
valerie.reynolds,cash,170.13,Shopping,Office supplies,Tech Store,2021-01-12
valerie.reynolds,cash,243.32,Entertainment,Bowling,Concert Hall,2024-10-01
valerie.reynolds,card,319.88,Health,Routine check,Private Doctor,2022-05-11
valerie.reynolds,card,76.37,Transport,Long distance travel,Taxi,2021-01-25
valerie.reynolds,cash,192.32,Bills,Streaming subscription,Waste Management,2022-12-24
valerie.reynolds,card,368.43,Shopping,New phone,Shoe Store,2025-04-30
valerie.reynolds,card,161.09,Health,Health consultation,Mental Health Clinic,2021-10-25
valerie.reynolds,cash,138.95,Bills,Adjustment charge,Cloud Service,2021-04-01
valerie.reynolds,cash,106.5,Food,Party food,Asian Restaurant,2021-11-05
valerie.reynolds,cash,54.51,Food,Meal prep,Food Truck,2024-04-11
valerie.reynolds,cash,200.03,Bills,Cloud service,Mobile Operator,2025-02-15
valerie.reynolds,card,60.27,Entertainment,Entertainment fee,Music Club,2020-07-01
valerie.reynolds,cash,42.51,Food,Seafood,Burger Place,2025-03-31
valerie.reynolds,cash,345.93,Bills,Insurance payment,TV Provider,2021-08-25
valerie.reynolds,card,134.43,Entertainment,Online content,Gallery,2022-10-17
valerie.reynolds,card,33.29,Bills,Extra service,Utility Office,2025-09-21
valerie.reynolds,card,7.6,Coffee,Americano,Neighborhood Cafe,2025-04-04
valerie.reynolds,card,306.77,Bills,Water bill,Gas Provider,2023-01-03
valerie.reynolds,card,49.61,Transport,Bus ticket,Bus Station,2025-09-19
valerie.reynolds,cash,7.67,Coffee,Specialty coffee,Coffee Truck,2020-12-14
valerie.reynolds,cash,32.77,Food,Home cooking,Kaufland,2022-03-20
valerie.reynolds,card,238.77,Health,Medication,Medical Store,2024-04-19
valerie.reynolds,cash,246.48,Shopping,Big purchase,Outlet Store,2024-08-27
valerie.reynolds,card,8.45,Coffee,Mocha,Mall Cafe,2024-06-17
valerie.reynolds,card,191.16,Bills,Monthly bill,Service Provider,2022-02-08
valerie.reynolds,cash,6.3,Coffee,Flat white,Downtown Cafe,2022-01-18
valerie.reynolds,cash,229.57,Entertainment,Arcade games,Bowling Alley,2021-01-12
valerie.reynolds,card,298.34,Health,Doctor visit,Clinic,2020-02-13
valerie.reynolds,card,614.33,Shopping,Shoes,Toy Store,2023-07-01
valerie.reynolds,card,77.74,Bills,Internet bill,Water Utility,2021-04-15
valerie.reynolds,cash,57.02,Transport,Fuel,Public Transport,2024-09-23
valerie.reynolds,card,83.24,Bills,Insurance payment,Electric Company,2022-11-05
valerie.reynolds,cash,295.03,Bills,Gas bill,TV Provider,2023-03-14
valerie.reynolds,cash,211.23,Shopping,Electronics,Jewelry Store,2022-01-18
valerie.reynolds,cash,137.98,Bills,Annual fee,Bank Service,2023-10-27
valerie.reynolds,cash,56.58,Health,Medication,Wellness Center,2021-05-27
valerie.reynolds,cash,2.97,Coffee,Cold brew,Bookstore Cafe,2024-11-05
valerie.reynolds,card,145.54,Entertainment,Game purchase,Theater,2022-09-07
valerie.reynolds,cash,39.76,Food,Bulk food,Fast Food,2022-10-01
valerie.reynolds,card,37.14,Transport,Airport transfer,Parking Garage,2021-06-19
valerie.reynolds,cash,122.82,Bills,Cloud service,Gas Provider,2021-11-09
valerie.reynolds,card,126.69,Transport,Taxi ride,Parking Garage,2020-05-03
valerie.reynolds,card,5.42,Coffee,Double espresso,Morning Cafe,2020-09-30
valerie.reynolds,card,279.34,Health,Vaccination,Orthopedic Clinic,2022-04-24
valerie.reynolds,card,41.48,Entertainment,Event entry,Theater,2025-01-27
valerie.reynolds,cash,85.71,Transport,Metro ticket,Parking Garage,2020-09-09
valerie.reynolds,card,173.44,Entertainment,Festival ticket,Arcade,2025-12-29
valerie.reynolds,cash,114.82,Entertainment,Theater play,Museum,2021-09-09
valerie.reynolds,cash,241.06,Bills,Monthly bill,Insurance Office,2025-04-28
valerie.reynolds,cash,84.28,Transport,Long distance travel,Car Wash,2022-02-26
valerie.reynolds,card,61.57,Food,Meat purchase,Bakery,2023-10-22
valerie.reynolds,card,601.8,Shopping,Toys,Sports Store,2020-08-22
valerie.reynolds,cash,283.65,Health,Treatment,Health Shop,2023-11-10
valerie.reynolds,card,3.1,Coffee,Afternoon coffee,Coffee Corner,2021-05-22
valerie.reynolds,card,2.79,Coffee,Coffee with milk,Hipster Cafe,2025-08-04
valerie.reynolds,card,62.82,Transport,Scooter ride,Ferry,2021-12-22
valerie.reynolds,cash,238.06,Bills,Annual fee,Utility Office,2022-04-30
valerie.reynolds,card,778.32,Shopping,Personal items,Clothing Store,2023-02-10
valerie.reynolds,card,9.89,Transport,Ride sharing,Highway Toll,2021-12-19
valerie.reynolds,cash,102.74,Food,Weekly shopping,Food Truck,2021-06-03
valerie.reynolds,cash,83.52,Bills,Utility payment,Heating Provider,2021-01-19
valerie.reynolds,card,304.39,Health,Health supplies,Medical Store,2023-03-09
valerie.reynolds,cash,171.74,Food,Breakfast,Fast Food,2025-03-26
valerie.reynolds,cash,197.84,Entertainment,Event entry,Music Club,2023-08-30
valerie.reynolds,cash,179.84,Entertainment,Sports event,Cinema,2022-01-30
valerie.reynolds,card,3.1,Coffee,Flat white,Bookstore Cafe,2020-03-01
valerie.reynolds,card,176.88,Entertainment,Movie ticket,Escape Room,2024-02-15
valerie.reynolds,card,216.32,Entertainment,Concert ticket,Leisure Center,2023-02-22
valerie.reynolds,card,63.91,Food,Frozen food,Lidl,2023-02-13
valerie.reynolds,card,72.26,Health,Medical exam,Clinic,2024-11-02
valerie.reynolds,card,8.69,Coffee,Cold brew,Coffee Corner,2020-02-28
valerie.reynolds,cash,42.3,Bills,Contract payment,Internet Provider,2022-10-25
valerie.reynolds,card,10.5,Transport,Car wash,OMV,2024-05-10
valerie.reynolds,cash,96.23,Food,Home cooking,Spar,2024-06-25
valerie.reynolds,card,207.26,Entertainment,Streaming subscription,Streaming Platform,2023-02-13
valerie.reynolds,card,256.26,Bills,Gas bill,Property Management,2020-09-11
valerie.reynolds,cash,3.32,Coffee,Takeaway coffee,Downtown Cafe,2020-02-02
valerie.reynolds,cash,123.68,Entertainment,Entertainment fee,Sports Arena,2021-02-27
valerie.reynolds,cash,291.66,Health,Health consultation,Optician,2022-05-04
valerie.reynolds,cash,78.79,Entertainment,Game purchase,Gallery,2020-10-11
valerie.reynolds,cash,31.18,Health,Dental check,Specialist Clinic,2025-02-02
valerie.reynolds,cash,2.3,Coffee,Flat white,Bakery Cafe,2021-11-04
valerie.reynolds,cash,4.5,Coffee,Double espresso,Coffee House,2022-12-28
valerie.reynolds,card,33.7,Food,Lunch,Restaurant,2022-10-27
valerie.reynolds,card,5.05,Transport,Ride sharing,Parking Garage,2020-01-22
valerie.reynolds,cash,715.97,Shopping,Electronics,Online Shop,2020-11-06
valerie.reynolds,card,35.89,Entertainment,Movie ticket,Cinema,2022-07-14
valerie.reynolds,cash,53.54,Food,Bulk food,Fish Market,2024-03-03
valerie.reynolds,card,20.04,Transport,Train ticket,Bike Rental,2020-05-23
valerie.reynolds,card,93.66,Transport,Parking fee,Taxi,2022-12-20
valerie.reynolds,card,23.68,Health,Medical equipment,Wellness Center,2020-01-01
valerie.reynolds,cash,69.28,Bills,Monthly bill,Electric Company,2023-02-13
valerie.reynolds,card,108.44,Bills,Annual fee,Cloud Service,2021-11-06
valerie.reynolds,card,410.58,Shopping,Fashion items,Home Store,2025-03-16
valerie.reynolds,card,64.23,Transport,Train ticket,Metro,2021-10-15
valerie.reynolds,card,249.32,Bills,Mobile plan,Subscription Service,2021-03-19
valerie.reynolds,cash,185.05,Bills,Utility payment,Service Provider,2025-11-24
valerie.reynolds,card,17.19,Entertainment,Museum entry,Gallery,2025-06-28
valerie.reynolds,cash,6.65,Coffee,Flat white,Mall Cafe,2020-07-09
valerie.reynolds,cash,125.72,Entertainment,Streaming subscription,Gallery,2022-03-14
valerie.reynolds,card,492.35,Shopping,Books,Accessory Shop,2020-03-05
valerie.reynolds,card,221.04,Health,Medical equipment,Eye Clinic,2023-12-11
valerie.reynolds,cash,336.86,Shopping,Computer equipment,Retail Shop,2024-10-07
valerie.reynolds,cash,8.06,Coffee,Takeaway coffee,Coffee Corner,2024-12-25
valerie.reynolds,cash,42.88,Food,Family meal,Restaurant,2020-10-02
valerie.reynolds,cash,123.46,Entertainment,Concert ticket,Bar,2024-08-26
valerie.reynolds,card,46.91,Transport,Bike ride,Bus Station,2022-02-13
valerie.reynolds,card,1017.62,Shopping,Furniture,Fashion Boutique,2020-02-10
valerie.reynolds,card,153.85,Health,Vaccination,Specialist Clinic,2022-06-30
valerie.reynolds,card,838.31,Shopping,Impulse buy,Department Store,2022-04-26
valerie.reynolds,cash,154.6,Bills,Recurring payment,Gas Provider,2020-08-01
valerie.reynolds,card,81.79,Food,Groceries,Butcher Shop,2025-08-30
valerie.reynolds,card,199.6,Bills,Annual fee,Heating Provider,2023-05-23
valerie.reynolds,cash,274.54,Bills,Mobile plan,TV Provider,2023-04-14
valerie.reynolds,card,625.2,Shopping,Impulse buy,Clothing Store,2025-02-05
valerie.reynolds,cash,944.7,Shopping,Replacement item,Jewelry Store,2022-10-15
valerie.reynolds,cash,968.12,Shopping,Books,Tech Store,2021-03-04
valerie.reynolds,card,83.47,Entertainment,Night out,Sports Arena,2023-06-02
valerie.reynolds,cash,225.16,Entertainment,Museum entry,Museum,2021-07-06
valerie.reynolds,card,6.79,Coffee,Coffee to go,Local Coffee Shop,2020-11-21
valerie.reynolds,card,245.04,Entertainment,Digital purchase,Leisure Center,2021-02-04
valerie.reynolds,card,76.49,Entertainment,Entertainment fee,Subscription Service,2024-05-04
valerie.reynolds,card,9.38,Food,Lunch,Pizzeria,2024-10-23
valerie.reynolds,cash,5.97,Coffee,Cold brew,Hipster Cafe,2025-04-03
valerie.reynolds,cash,112.07,Transport,Transport service,Uber,2022-11-26
valerie.reynolds,card,7.46,Coffee,Coffee to go,Morning Cafe,2023-12-24
valerie.reynolds,card,281.32,Bills,Mobile plan,Hosting Provider,2024-07-01
valerie.reynolds,cash,13.55,Food,Quick bite,Asian Restaurant,2025-09-21
valerie.reynolds,card,244.48,Entertainment,Digital purchase,Gallery,2022-06-21
valerie.reynolds,card,111.33,Entertainment,Streaming subscription,Bowling Alley,2022-12-13
valerie.reynolds,cash,121.97,Health,Therapy session,Medical Center,2025-08-01
valerie.reynolds,card,84.42,Transport,Scooter ride,Metro,2020-04-15
valerie.reynolds,card,208.33,Bills,Monthly bill,Gas Provider,2021-05-20
valerie.reynolds,card,287.49,Bills,Insurance payment,Bank Service,2020-04-08
valerie.reynolds,card,122.55,Health,Specialist visit,Medical Store,2023-12-15
valerie.reynolds,card,112.45,Transport,Train ticket,Gas Station,2024-11-03
valerie.reynolds,cash,405.95,Shopping,Replacement item,Sports Store,2025-12-01
valerie.reynolds,cash,164.73,Bills,Utility payment,City Services,2021-10-24
valerie.reynolds,cash,66.76,Food,Late night food,Lidl,2023-10-13
valerie.reynolds,cash,211.92,Bills,Monthly bill,Electric Company,2024-03-20
valerie.reynolds,card,360.27,Health,Vitamins,Rehab Center,2024-07-21
valerie.reynolds,cash,83.95,Entertainment,Game purchase,Cinema,2024-09-04
valerie.reynolds,card,77.43,Transport,Commute,Gas Station,2022-04-30
valerie.reynolds,card,27.91,Food,Quick bite,Aldi,2024-06-16
valerie.reynolds,cash,28.8,Transport,Fuel,OMV,2024-07-22
valerie.reynolds,cash,902.61,Shopping,Online order,Furniture Store,2020-02-18
valerie.reynolds,cash,2.48,Coffee,Flat white,Downtown Cafe,2020-06-07
valerie.reynolds,cash,271.13,Health,Health service,Laboratory,2020-11-11
valerie.reynolds,card,7.18,Coffee,Specialty coffee,Cafe Bar,2022-08-03
valerie.reynolds,cash,895.91,Shopping,Online order,Toy Store,2022-06-18
valerie.reynolds,cash,37.3,Bills,Streaming subscription,Insurance Office,2020-04-24
valerie.reynolds,cash,25.2,Bills,Service charge,Water Utility,2024-06-07
valerie.reynolds,cash,39.92,Entertainment,Escape room,Subscription Service,2020-06-14
valerie.reynolds,card,181.93,Health,Medical care,Eye Clinic,2022-09-18
valerie.reynolds,cash,5.17,Coffee,Strong coffee,Bookstore Cafe,2024-04-17
valerie.reynolds,card,119.38,Entertainment,Movie ticket,Arcade,2024-06-19
valerie.reynolds,cash,259.54,Bills,Mobile plan,Gas Provider,2021-02-19
valerie.reynolds,cash,7.19,Food,Takeaway,Carrefour,2022-09-22
valerie.reynolds,cash,33.39,Food,Home cooking,Canteen,2023-04-13
valerie.reynolds,cash,4.44,Coffee,Iced coffee,Coffee Truck,2021-05-10
valerie.reynolds,card,132.4,Entertainment,Entertainment fee,Concert Hall,2025-05-12
valerie.reynolds,card,226.32,Entertainment,Festival ticket,Leisure Center,2023-05-22
valerie.reynolds,cash,7.88,Transport,Emergency ride,Taxi,2022-10-20
valerie.reynolds,card,94.13,Transport,Emergency ride,Car Wash,2020-09-12
valerie.reynolds,cash,240.29,Bills,Extra service,Waste Management,2022-01-02
valerie.reynolds,cash,163.79,Bills,Mobile plan,Gas Provider,2021-01-22
valerie.reynolds,card,191.41,Bills,Adjustment charge,Hosting Provider,2020-03-01
valerie.reynolds,card,175.12,Shopping,Decorations,Sports Store,2020-01-12
valerie.reynolds,card,131.57,Bills,Extra service,Hosting Provider,2020-11-02
valerie.reynolds,card,117.62,Entertainment,Evening entertainment,Event Venue,2024-11-02
valerie.reynolds,cash,65.58,Transport,Long distance travel,Train Station,2021-06-26
valerie.reynolds,card,64.0,Transport,Single ride,Taxi,2024-10-15
valerie.reynolds,cash,121.51,Transport,Airport transfer,Uber,2021-01-21
valerie.reynolds,cash,61.27,Bills,Adjustment charge,Internet Provider,2020-07-29
valerie.reynolds,card,6.87,Coffee,Sweet coffee,Coffee House,2022-10-01
valerie.reynolds,cash,147.98,Bills,Cloud service,Utility Office,2023-04-02
valerie.reynolds,card,1097.51,Shopping,Furniture,Sports Store,2024-08-20
valerie.reynolds,cash,4.69,Coffee,Iced coffee,Morning Cafe,2023-05-09
valerie.reynolds,card,292.37,Shopping,Impulse buy,Home Store,2024-08-06
valerie.reynolds,card,3.53,Coffee,Coffee meeting,University Cafe,2021-11-13
valerie.reynolds,cash,161.85,Food,Ready meals,Kaufland,2021-08-29
valerie.reynolds,card,150.87,Bills,Electricity bill,Service Provider,2022-04-15
valerie.reynolds,card,120.56,Transport,Fuel,Metro,2020-07-21
valerie.reynolds,cash,108.15,Entertainment,Club entry,Gallery,2023-11-08
valerie.reynolds,card,66.93,Health,Emergency visit,Medical Center,2022-12-17
valerie.reynolds,cash,4.14,Coffee,Quick coffee,Coffee House,2020-08-08
valerie.reynolds,card,76.25,Food,Fresh vegetables,Asian Restaurant,2025-07-26
valerie.reynolds,cash,449.79,Shopping,Fashion items,Mobile Shop,2021-05-06
valerie.reynolds,cash,46.79,Transport,Airport transfer,Train Station,2022-05-29
valerie.reynolds,card,316.97,Bills,Monthly bill,Telecom Provider,2020-02-16
valerie.reynolds,cash,252.14,Health,Specialist visit,Dental Clinic,2023-07-08
valerie.reynolds,cash,539.93,Shopping,Replacement item,Jewelry Store,2022-06-20
valerie.reynolds,card,143.31,Food,Breakfast,Butcher Shop,2025-04-03
valerie.reynolds,cash,170.75,Food,Lunch,Local Market,2025-11-04
valerie.reynolds,cash,93.96,Bills,Extra service,Insurance Office,2022-06-29
valerie.reynolds,card,125.64,Transport,Single ride,OMV,2022-04-24
valerie.reynolds,card,7.39,Transport,Vehicle rental,Metro,2021-02-16
valerie.reynolds,cash,8.65,Coffee,Mocha,Coffee Truck,2023-01-12
valerie.reynolds,card,370.06,Health,Treatment,Specialist Clinic,2021-05-31
valerie.reynolds,card,142.48,Food,Weekly shopping,Lidl,2022-06-12
valerie.reynolds,card,248.1,Bills,Maintenance fee,TV Provider,2022-04-02
valerie.reynolds,card,164.8,Entertainment,Escape room,Bowling Alley,2023-07-13
valerie.reynolds,cash,277.57,Health,Treatment,Orthopedic Clinic,2022-08-25
valerie.reynolds,card,187.42,Shopping,Online order,Shoe Store,2025-01-09
valerie.reynolds,cash,2.24,Coffee,Specialty coffee,Coffee Lounge,2025-04-26
valerie.reynolds,card,122.06,Health,Routine check,Clinic,2021-08-23
valerie.reynolds,card,94.17,Bills,Recurring payment,Subscription Service,2020-07-21
valerie.reynolds,card,8.17,Coffee,Coffee with milk,Cafe Bar,2021-08-10
valerie.reynolds,cash,123.33,Food,Frozen food,Bakery,2023-09-19
